시설물라벨명칭,시설물종류명,시설물용도분류명,시설물 수,시설물물품구분,지번주소명,도로명주소명,경도,위도,좌표,사용유형분류명,시설물상태,접속포트,시설물설치일,센터분류명,지구분류명,아이콘지아이에스표출여부,이전전시설물유형,번호인식카메라여부,완제품구분,비상벨현장단말전화번호,비상벨센터단말전화번호,관리지역분류명,비상벨여부,경찰지구대,등록일시,수정일시,행정동분류명,행정동,씨씨티브이방향각지원여부,관리번호,행정동명
[재건축-철거]G244001(G9003)_우장산동 1028-41 (그린파킹),CTV,GPK,1,그린파킹,우장산동 1028-41,화곡로31길 44,126.8410364,37.54461915,0,D,1,,2011-01-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-27 2:08,2020-09-28 10:04,1150061500,,Y,G244001,
C181042(SC142) - 마곡서로 연결녹지40호 앞,CTV,POC,1,방범용,마곡동 323-6 ,마곡서로 연결녹지40호 앞,126.8242006,37.57158452,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150060300,,Y,C181042,
C181037(SC105) - 마곡중앙3로 N3(종교 부지) 앞 삼거리,CTV,POC,1,방범용,마곡동 725-60 ,마곡중앙3로 N3(종교 부지) 앞 삼거리,126.8186764,37.56297426,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150062000,,Y,C181037,
C181038(SC107) - 마곡서1로 111-15단지 건너편,CTV,POC,1,방범용,마곡동 731-120 ,마곡서1로 111-15단지 건너편,126.8174734,37.56668985,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150063000,,Y,C181038,
C181039(SC117) - 마곡서1로와 공항대로 교차 사거리,CTV,POC,1,방범용,마곡동 730-314 ,마곡서1로와 공항대로 교차 사거리,126.8199303,37.56018283,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150062000,,Y,C181039,
C181057(SC113) - 마곡서1로 근린공원3호 하단부,CTV,POC,1,방범용,마곡동 730-611 ,마곡서1로 근린공원3호 하단부,126.820029,37.5554986,0,Y,0,,2017-06-30,KSG,77,Y,,N,S,181057,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150061100,,Y,C181057,
C181041(SC141) - 마곡서로 185-1,CTV,POC,1,방범용,마곡동 317-1 ,마곡서로 185-1,126.8252937,37.57091702,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150060300,,Y,C181041,
C181043(SC143) - 양천로30길 연결녹지38호 앞,CTV,POC,1,방범용,마곡동 222-41 ,양천로30길 연결녹지38호 앞,126.822772,37.57302974,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150060300,,Y,C181043,
C181038(SC107) - 마곡서1로 111-15단지 건너편(보조1) (9시 방화대로),CTV,POC,1,방범용,마곡동 731-120,마곡서1로 111-15단지 건너편,126.8174734,37.56668985,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150063000,,N,C181038,
C181042(SC142) - 마곡서로 연결녹지40호 앞(보조1) (11시 신안빌라1동),CTV,POC,1,방범용,마곡동 323-6 ,마곡서로 연결녹지40호 앞,126.8242006,37.57158452,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150060300,,N,C181042,
C181043(SC143) - 양천로30길 연결녹지38호 앞(보조1) (6시 마곡동 우편취급국),CTV,POC,1,방범용,마곡동 222-41 ,양천로30길 연결녹지38호 앞,126.822772,37.57302974,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150060300,,N,C181043,
C181041(SC141) - 마곡서로 185-1(보조1) (7시엠벨리4단지),CTV,POC,1,방범용,마곡동 317-1 ,마곡서로 185-1,126.8252937,37.57091702,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150060300,,N,C181041,
C181039(SC117) - 마곡서1로와 공항대로 교차 사거리(보조1) (3시 마곡역),CTV,POC,1,방범용,마곡동 730-314 ,마곡서1로와 공항대로 교차 사거리,126.8199303,37.56018283,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150062000,,N,C181039,
C181057(SC113) - 마곡서1로 근린공원3호 하단부(보조1) (12시 반야정사),CTV,POC,1,방범용,마곡동 730-611 ,마곡서1로 근린공원3호 하단부,126.820029,37.5554986,0,Y,0,,2017-06-30,KSG,77,Y,,N,S,181057,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150061100,,N,C181057,
P183002(SC공원02) - 마곡중앙5로 근린공원2호 내,CTV,PPC,1,공원방범,마곡동 731-59 ,마곡중앙5로 근린공원2호 내,126.8224723,37.56673216,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150063000,,Y,P183002,
P183004(SC공원07) - 마곡서로 어린이공원 3호 내,CTV,PPC,1,공원방범,마곡동 333 ,마곡서로 어린이공원 3호 내,126.8246221,37.57066982,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150060300,,Y,P183004,
P183001(SC공원01) - 마곡중앙5로 근린공원2호 내,CTV,PPC,1,공원방범,마곡동 731-171 ,마곡중앙5로 근린공원2호 내,126.821458,37.56651227,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150063000,,Y,P183001,
P183003(SC공원06) - 마곡중앙5로 소공원1호 내,CTV,PPC,1,공원방범,마곡동 731-62 ,마곡중앙5로 소공원1호 내,126.8219222,37.56777456,0,Y,0,,2016-07-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 2:08,2020-10-14 15:15,1150063000,,Y,P183003,
SC105 - 마곡중앙3로 N3(종교부지) 앞 삼거리 - 무선AP,WAP,WAP,1,무선AP,마곡동 725-60 ,마곡중앙3로 N3(종교 부지) 앞 삼거리,126.8186764,37.56297426,0,Y,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-07-28 15:16,2016-10-18 17:38,,,N,SC105,
C241016(A1112)_우장산동 84-19화곡로방향,CTV,POC,1,방범용,우장산동 84-19,화곡로41길 30,126.8438244,37.54672503,0,Y,0,,2012-04-01,KSG,77,Y,,N,S,,777002,KSG,N,5,2016-07-26 2:08,2020-10-14 15:15,1150054000,,Y,C241016,
C291018_화곡동 1114-29(보조1) - 강서 동도센트리움 오피스텔 방향,CTV,POC,1,방범용,화곡동 1114-29,공항대로46길 13,126.853702,37.554708,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,2,2016-02-05 14:30,2020-10-14 15:15,1150059100,,N,C291018,
C161017_등촌동 532-1(보조1) (7시 태진아파트),CTV,POC,1,방범용,등촌동 532-1,,126.862523,37.550494,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,8,2016-02-05 14:30,2020-10-14 15:15,1150053000,,N,C161017,
B1009_보라유치원 - 카메라 1,CTV,POC,1,방범용,등촌3동 694 보라유치원,공항대로39길 100,126.84662,37.563328,0,D,0,,,KSG,77,Y,,N,S,121009,777002,KSG,N,6,2016-02-12 2:08,2016-10-18 17:38,,,N,,
B1009_보라유치원,CTV,POC,1,방범용,,,,,0.1,D,0,,,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-12 2:08,2016-10-18 17:38,,,N,,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:54,,,N,SC118,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC118,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 디자인폴,POL,POL,1,폴,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC118,
SC118_마곡서1로와 마곡중앙3로 교차 사거리 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡서1로와 마곡중앙3로 교차 사거리,126.8211573,37.56283533,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC118,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡중앙3로 어린이공원6호 앞,126.8225987,37.56340356,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 12:55,,,N,SC공원11,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,마곡중앙3로 어린이공원6호 앞,126.8225987,37.56340356,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 12:55,,,N,SC공원11,
C161018_등촌2동 520-6(보조1) (2시),CTV,POC,1,방범용,등촌2동 520-6,등촌로51나길29,126.8605845,37.54803806,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,8,2016-02-05 14:30,2020-10-14 15:15,1150053000,,N,C161018,
C191014_발산1동 682(고정1) (4시 발산1동 681-25 방향),CTV,POC,1,방범용,발산1동 682,공항대로36가길 56-6,126.83285,37.55387,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,10,2016-02-05 14:30,2020-10-14 15:15,1150061100,,N,C191014,
C311035_화곡동 56-23(고정2) 화곡본-1 공영주차장 방향,CTV,POC,1,방범용,화곡동 56-23, 초록마을로18길 36,126.8489997,37.54053377,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,2,2016-02-05 14:30,2020-10-14 15:15,1150059000,,N,C311035,
C151014_등촌동 654-58(고정1) (1시 화곡로64길 89앞 삼거리),CTV,POC,1,방범용,등촌동 654-58,공항대로51길 17,126.857614,37.555221,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,7,2016-02-05 14:30,2020-10-14 15:15,1150052000,,Y,C151014,
C201024_방화동 857(보조1) - 카메라 1,CTV,POC,1,방범용,방화동 857,방화대로34길 113,126.8225225,37.57165478,0,D,1,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-02-05 14:30,2019-03-06 10:56,1150060300,,N,C201024,
C251051_화곡동 358-15(고정1) - 카메라 1,CTV,POC,1,방범용,화곡동 358-15,강서로15길 132,126.838302,37.531509,0,D,1,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,5,2016-02-05 14:30,2019-03-06 10:56,1150054000,,Y,C251051,화곡1동
C311035_화곡동 56-23(고정1) 초록마을로 18길 21 밀레니엄 빌라 방향,CTV,POC,1,방범용,화곡동 56-23, 초록마을로18길 36,126.8489997,37.54053377,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,2,2016-02-05 14:30,2020-10-14 15:15,1150059000,,N,C311035,
C151014_등촌동 654-58(고정2) (10시 GS25 앞 삼거리),CTV,POC,1,방범용,등촌동 654-58,공항대로51길 17,126.857614,37.555221,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,7,2016-02-05 14:30,2020-10-14 15:15,1150052000,,Y,C151014,
C301020_화곡동 341-43(고정1) - 강서로 12길 15-24 방향,CTV,POC,1,방범용,화곡동 341-43,강서로12길 15-18,126.847704,37.532006,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,3,2016-02-05 14:30,2020-10-14 15:15,1150059300,,N,C301020,
C191014_발산1동 682(고정2) (9시 승석하이츠빌라),CTV,POC,1,방범용,발산1동 682,공항대로36가길 56-6,126.83285,37.55387,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,10,2016-02-05 14:30,2020-10-14 15:15,1150061100,,N,C191014,
C151015_등촌동 712 (고정1) (10시 등촌1동 637-12 방향),CTV,POC,1,방범용,등촌동 712,양천로62길 41,126.860079,37.556082,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,7,2016-02-05 14:30,2020-10-14 15:15,1150052000,,Y,C151015,
C221007_방화3동 353-2(고정1)방화동동일스위트리버아파트방향,CTV,POC,1,방범용,방화3동 353-2,금낭화로24길 33-17,126.8151708,37.57850785,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,11,2016-02-05 14:30,2020-10-14 15:15,1150064100,,N,C221007,
C201025_방화동 607-143(고정2) (9시 금성교회),CTV,POC,1,방범용,방화동 607-143,방화동로12가길 8,126.8140937,37.56630197,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-02-05 14:30,2020-10-14 15:15,1150063000,,N,C201025,
C221009_방화동 136-10(고정1)코알라어린이집방향,CTV,POC,1,방범용,방화동 835-9,방화대로50길 16,126.8181186,37.5765097,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,11,2016-02-05 14:30,2020-10-14 15:15,1150064100,,N,C221009,
C141022_공항동 45-88(고정1) (7시 공항대로),CTV,POC,1,방범용,공항동 45-88,공항대로3길 11,126.810112,37.562049,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-02-05 14:30,2020-10-14 15:15,1150062000,,N,C141022,
C201022_방화동 485-3(보조1) (12시 방화월드메르디앙아파트 101동),CTV,POC,1,방범용,방화동 485-3,양천로11길 14,126.8099149,37.57406737,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-02-05 14:30,2020-10-14 15:15,1150063000,,N,C201022,
C141019_공항동 52-16(보조1) (2시 송정제이빌아파트),CTV,POC,1,방범용,공항동 52-16,송정로 59,126.8100332,37.56002175,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-02-05 14:30,2020-10-14 15:15,1150062000,,N,C141019,
C201027_방화동 499-1 개화초등학교 옆(고정1) - 카메라 1,CTV,POC,1,방범용,방화동499-1,양천로13,126.8050737,37.57341261,0,D,1,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-05 14:30,2019-03-06 10:56,1150063000,,N,C201027,
C201026_방화동 249-156(공항교회 뒤)(고정1) (6시 방화동로12길 연결),CTV,POC,1,방범용,방화동 249-156,초원로14길 25,126.8140643,37.56718471,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-02-05 14:30,2020-10-14 15:15,1150063000,,N,C201026,
C201025_방화동 607-143(고정1) (5시 방화동로12가길24 방향),CTV,POC,1,방범용,방화동 607-143,방화동로12가길 8,126.8140937,37.56630197,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,4,2016-02-05 14:30,2020-10-14 15:15,1150063000,,N,C201025,
C221007_방화3동 353-2(고정2)금낭화로24길29-5방향,CTV,POC,1,방범용,방화3동 353-2,금낭화로24길 33-17,126.8151708,37.57850785,0,Y,0,,2015-12-01,KSG,77,Y,,N,S,,777002,KSG,N,11,2016-02-05 14:30,2020-10-14 15:15,1150064100,,N,C221007,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡중앙3로 어린이공원6호 앞,126.8225987,37.56340356,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 12:55,,,N,SC공원11,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡중앙3로 어린이공원6호 앞,126.8225987,37.56340356,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-06-27 17:54,,,N,SC공원11,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 디자인폴,POL,POL,1,폴,마곡동,마곡중앙3로 어린이공원6호 앞,126.8225987,37.56340356,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-06-27 17:53,,,N,SC공원11,
SC공원11 - 마곡중앙3로 어린이공원6호 앞 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡중앙3로 어린이공원6호 앞,126.8225987,37.56340356,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-06-27 17:54,,,N,SC공원11,
SC121_마곡중앙5로 마곡중학교 맞은편 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡중앙5로 마곡중학교 맞은편,126.8219122,37.56700386,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 14:06,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,마곡중앙5로 마곡중학교 맞은편,126.8219122,37.56700386,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 14:06,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡중앙5로 마곡중학교 맞은편,126.8219122,37.56700386,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 14:06,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡중앙5로 마곡중학교 맞은편,126.8219122,37.56700386,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 디자인폴,POL,POL,1,폴,마곡동,마곡중앙5로 마곡중학교 맞은편,126.8219122,37.56700386,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC121,
SC121_마곡중앙5로 마곡중학교 맞은편 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡중앙5로 마곡중학교 맞은편,126.8219122,37.56700386,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC121,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 스위치1,SWC,SWC,1,광스위치,마곡동 363-7,,126.8246715,37.56708502,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:55,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동 363-7,,126.82468,37.56708732,0,Y,1,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:55,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동 363-7,,126.8246743,37.56708504,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:55,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 무선AP,WAP,WAP,1,무선AP,마곡동 363-7,,126.8246856,37.56708735,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-04-10 16:09,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 디자인폴,POL,POL,1,폴,마곡동 363-7,,126.8246744,37.56708278,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-04-10 16:11,,,N,SC123,
SC123_마곡중앙5로와 마곡서로 교차 사거리 - 디자인함체,HUL,HUL,1,함체,마곡동 363-7,,126.8246772,37.56708505,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2018-04-10 16:12,,,N,SC123,
SC125_마곡서1로 140-24 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡서1로 140-24,126.8212193,37.56848708,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:43,,,N,SC125,
SC125_마곡서1로 140-24 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,마곡서1로 140-24,126.8212193,37.56848708,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:43,,,N,SC125,
SC125_마곡서1로 140-24 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡서1로 140-24,126.8212193,37.56848708,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:43,,,N,SC125,
SC125_마곡서1로 140-24 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡서1로 140-24,126.8212193,37.56848708,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC125,
SC125_마곡서1로 140-24 - 디자인폴,POL,POL,1,폴,마곡동,마곡서1로 140-24,126.8212193,37.56848708,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC125,
SC125_마곡서1로 140-24 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡서1로 140-24,126.8212193,37.56848708,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC125,
SC127_마곡중앙로 단지 건너편 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡중앙로 단지 건너편,126.8265343,37.55826703,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,마곡중앙로 단지 건너편,126.8265343,37.55826703,0,Y,1,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 앰프(비상벨),EGB,EGB,1,앰프(비상벨),마곡동,마곡중앙로 단지 건너편,126.8265343,37.55826703,0,Y,1,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 무선AP,WAP,WAP,1,무선AP,마곡동,마곡중앙로 단지 건너편,126.8265343,37.55826703,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 디자인폴,POL,POL,1,폴,마곡동,마곡중앙로 단지 건너편,126.8265343,37.55826703,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC127,
SC127_마곡중앙로 단지 건너편 - 디자인함체,HUL,HUL,1,함체,마곡동,마곡중앙로 단지 건너편,126.8265343,37.55826703,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2016-10-18 17:38,,,N,SC127,
SC128_마곡서로와 공항대로 교차 사거리 - 스위치1,SWC,SWC,1,광스위치,마곡동,마곡서로와 공항대로 교차 사거리,126.8234488,37.55985603,0,Y,0,,2015-12-10,KSG,77,Y,,N,S,,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC128,
SC128_마곡서로와 공항대로 교차 사거리 - 전원제어장치,PWE,PWE,1,전원제어장치,마곡동,마곡서로와 공항대로 교차 사거리,126.8234488,37.55985603,0,Y,1,,2015-12-10,KSG,77,Y,,N,S,30333,777002,KSG,N,,2016-02-15 10:00,2019-03-06 15:56,,,N,SC128,
G164004(G9013)_등촌2동 569-1 (그린파킹),CTV,GPK,1,그린파킹,등촌2동 569-1,등촌로35가길 18,126.86235,37.53784,0,Y,0,,2015-02-01,KSG,77,Y,,N,S,119013,777002,KSG,,8,,2020-10-14 15:15,1150053000,,Y,G164004,
G164002(G9011)_등촌2동 524-13 (그린파킹),CTV,GPK,1,그린파킹,등촌2동 523-1,등촌로47길 15,126.860695,37.54599,0,Y,0,,2015-02-01,KSG,77,Y,,N,S,119011,777002,KSG,,8,,2020-10-14 15:15,1150053000,,Y,G164002,
G274003(G9017)_화곡3동1048-14 (그린파킹),CTV,GPK,1,그린파킹,화곡3동1048-14,강서로35길 35,126.8369,37.542686,0,Y,0,,2015-02-01,KSG,77,Y,,N,S,119017,777002,KSG,,9,,2020-10-14 15:15,1150056000,,Y,G274003,
G164001(G9010)_등촌2동 519-25 (그린파킹),CTV,GPK,1,그린파킹,등촌2동 519-25,등촌로39길 63,126.85969,37.54719,0,Y,0,,2015-02-01,KSG,77,Y,,N,S,119010,777002,KSG,,8,,2020-10-14 15:15,1150053000,,Y,G164001,
G214004_개화동 373-61 (그린파킹),CTV,GPK,1,그린파킹,개화동 373-61,개화2길 11,126.79923,37.583183,0,Y,0,,,KSG,77,Y,,N,S,119009,777002,KSG,,4,,2020-10-14 15:15,1150064000,,Y,G214004,
G214002_개화동 363-34 (그린파킹),CTV,GPK,1,그린파킹,개화동 363-34,개화4길 29,126.799774,37.584534,0,Y,0,,,KSG,77,Y,,N,S,119007,777002,KSG,,4,,2020-10-14 15:15,1150064000,,Y,G214002,
G314001(G9005)_화곡본동 56-225 (그린파킹),CTV,GPK,1,그린파킹,화곡동 56-225,초록마을로16길 22,126.8494966,37.54111168,0,Y,0,,2015-02-01,KSG,77,Y,,N,S,119005,777002,KSG,,2,,2020-10-14 15:15,1150059000,,Y,G314001,
G164003(G9012)_등촌2동 567-1 (그린파킹),CTV,GPK,1,그린파킹,등촌2동 567-1,등촌로13가길 12,126.862045,37.536125,0,Y,0,,2015-02-01,KSG,77,Y,,N,S,119012,777002,KSG,,8,,2020-10-14 15:15,1150053000,,Y,G164003,
G9001_화곡1동 362-18 (그린파킹),CTV,GPK,1,그린파킹,화곡1동 362-18,가로공원로78가길 43,126.839226,37.533436,0,D,0,,,KSG,77,Y,,N,S,119001,777002,KSG,,5,,2016-10-18 17:38,1150054000,,N,,
G9004_우장산동 1028-12 (그린파킹),CTV,GPK,1,그린파킹,우장산동 1028-12,화곡로31길 40-18,126.84124,37.545326,0,D,0,,,KSG,77,Y,,N,S,119004,777002,KSG,,10,,2016-10-18 17:38,1150061500,,N,,
G9003_우장산동 1028-41 (그린파킹),CTV,GPK,1,그린파킹,우장산동 1028-41,화곡로31길 44,126.841,37.544556,0,D,0,,,KSG,77,Y,,N,S,119003,777002,KSG,,10,,2016-10-18 17:38,1150061500,,N,,
